Age,PAtt,RuAtt,Cmp,Ctch%,DK Pt,Date,Day,FD Pt,Fant Pt,Fmb,G#,H/A,Int,Lg,Name,Number of Records,Opp,Rec,Result,Rk,ReTd,PTd,RuTD,Tgt,Tm,Week,RuY/A,ReY/R,ReY/Tgt,ReYds,PYds,RuYds
30-289,0,0,0,0.5,3.1,12/24/16,Sat,2.6,2.1,0,15,,0,NFL,Andrew Hawkins\HawkAn00,1,SDG,1,W 20-17,5794,0,0,0,2,CLE,16,,21,10.5,21,0,0
25-261,0,0,0,0.4,4.1,9/14/14,Sun,3.1,2.1,0,2,@,0,NFL,Junior Hemingway\HemiJu00,1,DEN,2,L 17-24,5795,0,0,0,5,KAN,2,,10.5,4.2,21,0,0
28-283,0,0,0,0.5,3.1,12/6/15,Sun,2.6,2.1,0,12,,0,NFL,Darrius Heyward-Bey\HeywDa00,1,IND,1,W 45-10,5796,0,0,0,2,PIT,13,,21,10.5,21,0,0
22-165,0,0,0,1,4.1,10/7/13,Mon,3.1,2.1,0,5,@,0,NFL,Stephen Hill\HillSt00,1,ATL,2,W 30-28,5797,0,0,0,2,NYJ,5,,10.5,10.5,21,0,0
26-008,0,0,0,0.5,4.1,11/22/15,Sun,3.1,2.1,0,10,@,0,NFL,T.Y. Hilton\HiltT.00,1,ATL,2,W 24-21,5798,0,0,0,4,IND,11,,10.5,5.25,21,0,0
23-156,0,2,0,1,3.1,11/27/16,Sun,2.6,2.1,1,11,,0,NFL,Adam Humphries\HumpAd00,1,SEA,1,W 14-5,5799,0,0,0,1,TAM,12,1.5,18,18,18,0,3
26-323,0,0,0,0.375,5.1,10/20/13,Sun,3.6,2.1,0,7,,0,NFL,DeSean Jackson\JackDe00,1,DAL,3,L 3-17,5800,0,0,0,8,PHI,7,,7,2.63,21,0,0
31-067,0,0,0,0.75,5.1,9/16/12,Sun,3.6,2.1,0,2,@,0,NFL,Andre Johnson\JohnAn02,1,JAX,3,W 27-7,5801,0,0,0,4,HOU,2,,7,5.25,21,0,0
26-240,0,0,0,0.5,3.1,10/25/15,Sun,2.6,2.1,0,6,@,0,NFL,Charles Johnson\JohnCh08,1,DET,1,W 28-19,5802,0,0,0,2,MIN,7,,21,10.5,21,0,0
22-362,0,0,0,0.5,3.1,11/18/12,Sun,2.6,2.1,0,10,@,0,NFL,Damaris Johnson\JohnDa04,1,WAS,1,L 6-31,5803,0,0,0,2,PHI,11,,21,10.5,21,0,0
25-001,0,0,0,0.6,5.1,11/23/14,Sun,3.6,2.1,0,11,,0,NFL,Damaris Johnson\JohnDa04,1,CIN,3,L 13-22,5804,0,0,0,5,HOU,12,,7,4.2,21,0,0
25-022,0,0,0,0.667,4.1,12/14/14,Sun,3.1,2.1,0,14,@,0,NFL,Damaris Johnson\JohnDa04,1,IND,2,L 10-17,5805,0,0,0,3,HOU,15,,10.5,7,21,0,0
22-216,0,0,0,1,4.1,10/14/12,Sun,3.1,2.1,0,6,@,0,NFL,Marvin Jones\JoneMa02,1,CLE,2,L 24-34,5806,0,0,0,2,CIN,6,,10.5,10.5,21,0,0
23-180,0,1,0,0.5,3.1,9/8/13,Sun,2.6,2.1,0,1,@,0,NFL,Marvin Jones\JoneMa02,1,CHI,1,L 21-24,5807,0,0,0,2,CIN,1,14,7,3.5,7,0,14
23-312,0,0,0,0.667,4.1,12/15/13,Sun,3.1,2.1,0,14,@,0,NFL,Jermaine Kearse\KearJe01,1,NYG,2,W 23-0,5808,0,0,0,3,SEA,15,,10.5,7,21,0,0
28-033,0,0,0,0.444,7.1,12/7/14,Sun,4.1,2.1,1,13,@,0,NFL,Brandon LaFell\LaFeBr00,1,SDG,4,W 23-14,5809,0,0,0,9,NWE,14,,10.25,4.56,41,0,0
24-018,0,0,0,0.25,3.1,12/13/15,Sun,2.6,2.1,0,13,,0,NFL,Marqise Lee\LeexMa00,1,IND,1,W 51-16,5810,0,0,0,4,JAX,14,,21,5.25,21,0,0
24-011,0,1,0,0.25,3.1,12/6/15,Sun,2.6,2.1,0,12,@,0,NFL,Marqise Lee\LeexMa00,1,TEN,1,L 39-42,5811,0,0,0,4,JAX,13,4,17,4.25,17,0,4
25-364,0,0,0,1,3.1,10/5/15,Mon,2.6,2.1,0,4,,0,NFL,Chris Matthews\MattCh00,1,DET,1,W 13-10,5812,0,0,0,1,SEA,4,,21,21,21,0,0
26-068,0,0,0,0.5,3.1,12/13/15,Sun,2.6,2.1,0,13,,0,NFL,Chris Matthews\MattCh00,1,SEA,1,L 6-35,5813,0,0,0,2,BAL,14,,21,10.5,21,0,0
23-122,0,0,0,0.6,5.1,11/15/15,Sun,3.6,2.1,0,9,,0,NFL,Jordan Matthews\MattJo00,1,MIA,3,L 19-20,5814,0,0,0,5,PHI,10,,7,4.2,21,0,0
23-353,0,0,0,0.5,3.1,9/30/13,Mon,2.6,2.1,0,4,@,0,NFL,Rishard Matthews\MattRi00,1,NOR,1,L 17-38,5815,0,0,0,2,MIA,4,,21,10.5,21,0,0
24-050,0,0,0,0.667,4.1,12/1/13,Sun,3.1,2.1,0,12,@,0,NFL,Rishard Matthews\MattRi00,1,NYJ,2,W 23-3,5816,0,0,0,3,MIA,13,,10.5,7,21,0,0
24-105,0,0,0,0.8,12.1,12/8/13,Sun,10.1,2.1,0,13,@,0,NFL,Dexter McCluster\McClDe00,1,WAS,4,W 45-10,5817,0,0,0,5,KAN,14,,5.25,4.2,21,0,0
32-035,0,0,0,0.667,4.1,10/5/15,Mon,3.1,2.1,0,4,@,0,NFL,Lance Moore\MoorLa00,1,SEA,2,L 10-13,5818,0,0,0,3,DET,4,,10.5,7,21,0,0
32-083,0,0,0,0.5,3.1,11/22/15,Sun,2.6,2.1,0,10,,0,NFL,Lance Moore\MoorLa00,1,OAK,1,W 18-13,5819,0,0,0,2,DET,11,,21,10.5,21,0,0
27-081,0,0,0,0.5,3.1,9/9/12,Sun,2.6,2.1,0,1,@,0,NFL,Josh Morgan\MorgJo00,1,NOR,1,W 40-32,5820,0,0,0,2,WAS,1,,21,10.5,21,0,0
29-178,0,1,0,0,2.1,12/15/14,Mon,2.1,2.1,0,14,,0,NFL,Josh Morgan\MorgJo00,1,NOR,0,L 15-31,5821,0,0,0,1,CHI,15,21,,0,0,0,21
29-115,0,0,0,0.667,6.1,12/28/14,Sun,4.1,2.1,0,16,,0,NFL,Brandon Myers\MyerBr00,1,NOR,4,L 20-23,5822,0,0,0,6,TAM,17,,5.25,3.5,21,0,0
23-343,0,0,0,0.6,5.1,12/15/13,Sun,3.6,2.1,0,14,,0,NFL,Chris Owusu\OwusCh00,1,SFO,3,L 14-33,5823,0,0,0,5,TAM,15,,7,4.2,21,0,0
27-168,0,0,0,0.6,5.1,11/20/16,Sun,3.6,2.1,0,10,,0,NFL,Brian Quick\QuicBr00,1,MIA,3,L 10-14,5824,0,0,0,5,LAR,11,,7,4.2,21,0,0
26-311,0,0,0,1,4.1,11/16/14,Sun,3.1,2.1,1,10,,0,NFL,Andre Roberts\RobeAn00,1,TAM,2,L 7-27,5825,0,0,0,2,WAS,11,,10.5,10.5,21,0,0
24-252,0,0,0,1,3.1,11/1/15,Sun,2.6,2.1,0,7,,0,NFL,Seth Roberts\RobeSe00,1,NYJ,1,W 34-20,5826,0,0,0,1,OAK,8,,21,21,21,0,0
22-334,0,0,0,0.5,3.1,12/11/16,Sun,2.6,2.1,0,13,,0,NFL,Chester Rogers\RogeCh02,1,HOU,1,L 17-22,5827,0,0,0,2,IND,14,,21,10.5,21,0,0
27-230,0,0,0,0.5,5.1,11/1/15,Sun,3.6,2.1,0,8,,0,NFL,Jeremy Ross\RossJe01,1,SDG,3,W 29-26,5828,0,0,0,6,BAL,8,,7,3.5,21,0,0
29-220,0,0,0,0.833,7.1,12/27/15,Sun,4.6,2.1,0,15,@,0,NFL,Eddie Royal\RoyaEd00,1,TAM,5,W 26-21,5829,0,0,0,6,CHI,16,,4.2,3.5,21,0,0
30-127,0,0,0,1,5.1,9/25/16,Sun,3.6,2.1,0,3,@,0,NFL,Eddie Royal\RoyaEd00,1,DAL,3,L 17-31,5830,0,0,0,3,CHI,3,,7,7,21,0,0
26-092,0,1,0,0.667,4.1,11/22/15,Sun,3.1,2.1,1,10,@,0,NFL,Mohamed Sanu\SanuMo00,1,ARI,2,L 31-34,5831,0,0,0,3,CIN,11,2,9.5,6.33,19,0,2
23-343,0,0,0,1,3.1,11/29/15,Sun,2.6,2.1,0,11,,0,NFL,Kevin Smith\SmitKe04,1,PIT,1,W 39-30,5832,0,0,0,1,SEA,12,,21,21,21,0,0
33-183,0,1,0,0.143,3.1,11/11/12,Sun,2.6,2.1,0,9,,0,NFL,Steve Smith\SmitSt01,1,DEN,1,L 14-36,5833,0,0,0,7,CAR,10,2,19,2.71,19,0,2
23-318,0,0,0,0.333,3.1,12/9/12,Sun,2.6,2.1,0,13,@,0,NFL,Torrey Smith\SmitTo02,1,WAS,1,L 28-31,5834,0,0,0,3,BAL,14,,21,7,21,0,0
24-068,0,0,0,0.4,4.1,12/24/16,Sat,3.1,2.1,0,15,,0,NFL,Willie Snead\SneaWi00,1,TAM,2,W 31-24,5835,0,0,0,5,NOR,16,,10.5,4.2,21,0,0
24-226,0,0,0,0.4,4.1,12/4/16,Sun,3.1,2.1,0,12,@,0,NFL,Kenny Stills\StilKe00,1,BAL,2,L 6-38,5836,0,0,0,5,MIA,13,,10.5,4.2,21,0,0
28-061,0,0,0,0.25,3.1,10/2/16,Sun,2.6,2.1,0,4,@,0,NFL,Golden Tate\TateGo00,1,CHI,1,L 14-17,5837,0,0,0,4,DET,4,,1,0.25,1,0,0
26-042,0,0,0,0.667,4.1,10/3/16,Mon,3.1,2.1,0,4,,0,NFL,Adam Thielen\ThieAd00,1,NYG,2,W 24-10,5838,0,0,0,3,MIN,4,,10.5,7,21,0,0
30-146,0,0,0,0.571,6.1,12/25/16,Sun,4.1,2.1,0,15,@,0,NFL,Mike Wallace\WallMi00,1,PIT,4,L 27-31,5839,0,0,0,7,BAL,16,,5.25,3,21,0,0
29-124,0,0,0,0.5,3.1,12/30/12,Sun,2.6,2.1,0,16,,0,NFL,Nate Washington\WashNa00,1,JAX,1,W 38-20,5840,0,0,0,2,TEN,17,,21,10.5,21,0,0
32-193,0,0,0,0.5,5.1,11/10/13,Sun,3.6,2.1,0,9,@,0,NFL,Wes Welker\WelkWe00,1,SDG,3,W 28-20,5841,0,0,0,6,DEN,10,,7,3.5,21,0,0
24-091,0,1,0,0.25,3.1,10/18/12,Thu,2.6,2.1,0,7,,0,NFL,Kyle Williams\WillKy01,1,SEA,1,W 13-6,5842,0,0,0,4,SFO,7,3,18,4.5,18,0,3
23-294,0,0,0,0.5,3.1,9/15/13,Sun,2.6,2.1,0,2,@,0,NFL,Jarius Wright\WrigJa02,1,CHI,1,L 30-31,5843,0,0,0,2,MIN,2,,21,10.5,21,0,0
26-039,0,0,0,0.667,4.1,1/3/16,Sun,3.1,2.1,0,16,@,0,NFL,Jarius Wright\WrigJa02,1,GNB,2,W 20-13,5844,0,0,0,3,MIN,17,,10.5,7,21,0,0
27-042,0,0,0,0.5,4.1,12/24/16,Sat,3.1,2.1,0,15,@,0,NFL,Kendall Wright\WrigKe01,1,JAX,2,L 17-38,5845,0,0,0,4,TEN,16,,10.5,5.25,21,0,0
22-316,0,0,0,0.636,10.1,9/23/12,Sun,5.6,2.1,1,3,,0,NFL,Kendall Wright\WrigKe01,1,DET,7,W 44-41,5846,0,0,0,11,TEN,3,,5.86,3.73,41,0,0
30-069,0,0,0,0.667,4,9/7/14,Sun,3,2,0,1,@,0,NFL,Miles Austin\AustMi00,1,PIT,2,L 27-30,5847,0,0,0,3,CLE,1,,10,6.67,20,0,0
30-225,0,0,0,0.25,3,12/1/13,Sun,2.5,2,0,12,,0,NFL,Jason Avant\AvanJa00,1,ARI,1,W 24-21,5848,0,0,0,4,PHI,13,,20,5,20,0,0
23-328,0,0,0,0.667,4,10/5/14,Sun,3,2,0,4,@,0,NFL,Stedman Bailey\BailSt01,1,PHI,2,L 28-34,5849,0,0,0,3,STL,5,,10,6.67,20,0,0
27-363,0,0,0,0.5,5,9/18/16,Sun,3.5,2,0,2,@,0,NFL,Doug Baldwin\BaldDo00,1,LAR,3,L 3-9,5850,0,0,0,6,SEA,2,,6.67,3.33,20,0,0
25-318,0,0,0,0.5,4,12/19/16,Mon,3,2,0,14,@,0,NFL,Kelvin Benjamin\BenjKe00,1,WAS,2,W 26-15,5851,0,0,0,4,CAR,15,,10,5,20,0,0
25-363,0,0,0,0.4,4,12/27/15,Sun,3,2,0,15,@,0,NFL,Travis Benjamin\BenjTr00,1,KAN,2,L 13-17,5852,0,0,0,5,CLE,16,,10,4,20,0,0
24-093,0,0,0,0.4,6,10/11/12,Thu,4,2,0,5,@,0,NFL,Antonio Brown\BrowAn04,1,TEN,4,L 23-26,5853,0,0,0,10,PIT,6,,5,2,20,0,0
25-016,0,0,0,0.667,4,1/1/17,Sun,3,2,0,16,@,0,NFL,Corey Brown\BrowPh00,1,TAM,2,L 16-17,5854,0,0,0,3,CAR,17,,10,6.67,20,0,0
25-269,0,0,0,0.5,3,10/4/15,Sun,2.5,2,0,4,,0,NFL,Jaron Brown\BrowJa03,1,STL,1,L 22-24,5855,0,0,0,2,ARI,4,,20,10,20,0,0
25-288,0,0,0,0.5,5,11/9/14,Sun,3.5,2,0,9,,0,NFL,Vincent Brown\BrowVi00,1,DEN,3,L 17-41,5856,0,0,0,6,OAK,10,,6.67,3.33,20,0,0
25-316,0,0,0,1,3,12/7/14,Sun,2.5,2,0,13,,0,NFL,Vincent Brown\BrowVi00,1,SFO,1,W 24-13,5857,0,0,0,1,OAK,14,,20,20,20,0,0
26-254,0,0,0,0.667,4,10/9/16,Sun,3,2,0,5,,0,NFL,Brice Butler\ButlBr00,1,CIN,2,W 28-14,5858,0,0,0,3,DAL,5,,10,6.67,20,0,0
23-250,0,0,0,1,3,10/6/13,Sun,2.5,2,0,5,,0,NFL,Brice Butler\ButlBr00,1,SDG,1,W 27-17,5859,0,0,0,1,OAK,5,,20,20,20,0,0
24-277,0,0,0,1,4,11/2/14,Sun,3,2,0,8,@,0,NFL,Brice Butler\ButlBr00,1,SEA,2,L 24-30,5860,0,0,0,2,OAK,9,,10,10,20,0,0
32-142,0,0,0,0.333,3,10/25/15,Sun,2.5,2,0,7,@,0,NFL,Marques Colston\ColsMa00,1,IND,1,W 27-21,5861,0,0,0,3,NOR,7,,20,6.67,20,0,0
21-199,0,0,0,0.4,4,1/3/16,Sun,3,2,0,16,@,0,NFL,Amari Cooper\CoopAm00,1,KAN,2,L 17-23,5862,0,0,0,5,OAK,17,,10,4,20,0,0
30-127,0,0,0,1,3,10/21/12,Sun,2.5,2,0,6,@,0,NFL,Jerricho Cotchery\CotcJe00,1,CIN,1,W 24-17,5863,0,0,0,1,PIT,7,,20,20,20,0,0
30-190,0,0,0,1,4,12/23/12,Sun,3,2,0,15,,0,NFL,Jerricho Cotchery\CotcJe00,1,CIN,2,L 10-13,5864,0,0,0,2,PIT,16,,10,10,20,0,0
32-167,0,0,0,0.4,4,11/30/14,Sun,3,2,0,12,@,0,NFL,Jerricho Cotchery\CotcJe00,1,MIN,2,L 13-31,5865,0,0,0,5,CAR,13,,10,4,20,0,0
32-009,0,0,0,0.5,4,9/25/16,Sun,3,2,0,3,,0,NFL,Harry Douglas\DougHa00,1,OAK,2,L 10-17,5866,0,0,0,4,TEN,3,,10,5,20,0,0
29-083,0,0,0,0.286,4,12/8/13,Sun,3,2,0,13,@,0,NFL,Harry Douglas\DougHa00,1,GNB,2,L 21-22,5867,0,0,0,7,ATL,14,,10,2.86,20,0,0
31-011,0,0,0,0.5,5,9/27/15,Sun,3.5,2,0,3,,0,NFL,Harry Douglas\DougHa00,1,IND,3,L 33-35,5868,0,0,0,6,TEN,3,,6.67,3.33,20,0,0
23-317,0,0,0,1,3,9/18/16,Sun,2.5,2,0,2,@,0,NFL,Alex Erickson\EricAl01,1,PIT,1,L 16-24,5869,0,0,0,1,CIN,2,,20,20,20,0,0
34-026,0,0,0,0.5,3,10/4/15,Sun,2.5,2,0,4,,0,NFL,Malcom Floyd\FloyMa00,1,CLE,1,W 30-27,5870,0,0,0,2,SDG,4,,20,10,20,0,0
21-157,0,0,0,0.5,3,10/25/15,Sun,2.5,2,0,6,,0,NFL,Devin Funchess\FuncDe00,1,PHI,1,W 27-16,5871,0,0,0,2,CAR,7,,20,10,20,0,0
24-208,0,0,0,0.5,4,9/13/15,Sun,3,2,0,1,@,0,NFL,Taylor Gabriel\GabrTa00,1,NYJ,2,L 10-31,5872,0,0,0,4,CLE,1,,10,5,20,0,0
26-053,0,0,0,1,9,9/30/12,Sun,8.5,2,0,4,@,0,NFL,Pierre Garcon\GarcPi00,1,TAM,1,W 24-22,5873,0,0,0,1,WAS,4,,20,20,20,0,0
26-162,0,0,0,0.5,4,11/22/12,Thu,3,2,0,11,,0,NFL,Clyde Gates\GateCl00,1,NWE,2,L 19-49,5874,0,0,0,4,NYJ,12,,10,5,20,0,0
27-088,0,0,0,1,4,11/9/14,Sun,3,2,0,9,@,0,NFL,Brandon Gibson\GibsBr00,1,DET,2,L 16-20,5875,0,0,0,2,MIA,10,,10,10,20,0,0
30-210,0,0,0,0.25,3,11/8/15,Sun,2.5,2,0,8,,0,NFL,Ted Ginn\GinnTe00,1,GNB,1,W 37-29,5876,0,0,0,4,CAR,9,,20,5,20,0,0
23-311,0,0,0,0.5,4,10/13/13,Sun,3,2,0,6,@,0,NFL,Chris Givens\GiveCh00,1,HOU,2,W 38-13,5877,0,0,0,4,STL,6,,10,5,20,0,0
25-351,0,0,0,1,4,12/4/16,Sun,3,2,0,12,@,0,NFL,Ryan Grant\GranRy01,1,ARI,2,L 23-31,5878,0,0,0,2,WAS,13,,10,10,20,0,0
25-063,0,0,0,1,5,11/18/12,Sun,3.5,2,0,10,,0,NFL,Dwayne Harris\HarrDw00,1,CLE,3,W 23-20,5879,0,0,0,3,DAL,11,,6.67,6.67,20,0,0
28-295,0,0,0,0.4,4,9/13/15,Sun,3,2,0,1,@,0,NFL,Brian Hartline\HartBr00,1,NYJ,2,L 10-31,5880,0,0,0,5,CLE,1,,10,4,20,0,0
30-255,0,0,0,1,3,11/20/16,Sun,2.5,2,0,11,,0,NFL,Andrew Hawkins\HawkAn00,1,PIT,1,L 9-24,5881,0,0,0,1,CLE,11,,20,20,20,0,0
25-231,0,1,0,0,2,10/14/12,Sun,2,2,0,5,@,0,NFL,Darrius Heyward-Bey\HeywDa00,1,ATL,0,L 20-23,5882,0,0,0,2,OAK,6,20,,0,0,0,20
22-229,0,0,0,1,4,10/16/16,Sun,3,2,0,5,@,0,NFL,Tyreek Hill\HillTy00,1,OAK,2,W 26-10,5883,0,0,0,2,KAN,6,,10,10,20,0,0
23-298,0,0,0,0.6,5,9/8/13,Sun,3.5,2,0,1,,0,NFL,T.Y. Hilton\HiltT.00,1,OAK,3,W 21-17,5884,0,0,0,5,IND,1,,6.67,4,20,0,0
26-351,0,0,0,0.167,3,10/30/16,Sun,2.5,2,0,8,,0,NFL,T.Y. Hilton\HiltT.00,1,KAN,1,L 14-30,5885,0,0,0,6,IND,8,,20,3.33,20,0,0
27-050,0,0,0,0.4,4,12/13/15,Sun,3,2,0,13,@,0,NFL,Chris Hogan\HogaCh00,1,PHI,2,L 20-23,5886,0,0,0,5,BUF,14,,10,4,20,0,0
24-347,0,0,0,0.8,6,9/25/16,Sun,4,2,0,3,,0,NFL,Josh Huff\HuffJo00,1,PIT,4,W 34-3,5887,0,0,0,5,PHI,3,,5,4,20,0,0
23-341,0,0,0,0.667,4,9/20/15,Sun,3,2,0,2,,0,NFL,Josh Huff\HuffJo00,1,DAL,2,L 10-20,5888,0,0,0,3,PHI,2,,10,6.67,20,0,0
22-158,0,0,0,0.667,4,11/29/15,Sun,3,2,0,11,@,0,NFL,Adam Humphries\HumpAd00,1,IND,2,L 12-25,5889,0,0,0,3,TAM,12,,10,6.67,20,0,0
30-223,0,0,0,0.667,10,11/9/14,Sun,6,2,0,9,,0,NFL,James Jones\JoneJa04,1,DEN,8,L 17-41,5890,0,0,0,12,OAK,10,,2.5,1.67,20,0,0
22-265,0,0,0,0.667,4,12/2/12,Sun,3,2,0,12,@,0,NFL,Marvin Jones\JoneMa02,1,SDG,2,W 20-13,5891,0,0,0,3,CIN,13,,10,6.67,20,0,0
27-335,0,0,0,0.25,3,10/5/14,Sun,2.5,2,0,5,,0,NFL,Brandon LaFell\LaFeBr00,1,CIN,1,W 43-17,5892,0,0,0,4,NWE,5,,20,5,20,0,0
23-296,0,3,0,1,4,11/13/16,Sun,3,2,0,9,@,0,NFL,Ty Montgomery\MontTy01,1,TEN,2,L 25-47,5893,0,0,0,2,GNB,10,3,5.5,5.5,11,0,9
26-082,0,0,0,1,4,11/24/13,Sun,3,2,0,11,,0,NFL,Marlon Moore\MoorMa02,1,CAR,2,L 16-20,5894,0,0,0,2,MIA,12,,10,10,20,0,0
28-108,0,0,0,0.5,3,12/20/15,Sun,2.5,2,0,14,@,0,NFL,Marlon Moore\MoorMa02,1,SEA,1,L 13-30,5895,0,0,0,2,CLE,15,,20,10,20,0,0
23-329,0,0,0,0.333,3,12/1/13,Sun,2.5,2,0,12,@,0,NFL,Chris Owusu\OwusCh00,1,CAR,1,L 6-27,5896,0,0,0,3,TAM,13,,20,6.67,20,0,0
23-253,0,0,0,0.667,4,9/29/16,Thu,3,2,0,4,@,0,NFL,DeVante Parker\ParkDe01,1,CIN,2,L 7-22,5897,0,0,0,3,MIA,4,,10,6.67,20,0,0
23-277,0,0,0,0.75,5,10/23/16,Sun,3.5,2,0,7,,0,NFL,DeVante Parker\ParkDe01,1,BUF,3,W 28-25,5898,0,0,0,4,MIA,7,,6.67,5,20,0,0
27-318,0,0,0,0.5,4,12/28/14,Sun,3,2,1,16,,0,NFL,Preston Parker\ParkPr00,1,PHI,2,L 26-34,5899,0,0,0,4,NYG,17,,10,5,20,0,0
22-208,0,0,0,0.75,5,12/1/13,Sun,3.5,2,1,12,@,0,NFL,Rueben Randle\RandRu00,1,WAS,3,W 24-17,5900,0,0,0,4,NYG,13,,6.67,5,20,0,0
22-196,0,0,0,0.667,4,10/26/14,Sun,3,2,0,7,@,0,NFL,Paul Richardson\RichPa01,1,CAR,2,W 13-9,5901,0,0,0,3,SEA,8,,10,6.67,20,0,0
28-288,0,0,0,0.5,3,10/23/16,Sun,2.5,2,0,7,,0,NFL,Andre Roberts\RobeAn00,1,WAS,1,W 20-17,5902,0,0,0,2,DET,7,,20,10,20,0,0
24-315,0,0,0,1,5,1/3/16,Sun,3.5,2,0,16,@,0,NFL,Seth Roberts\RobeSe00,1,KAN,3,L 17-23,5903,0,0,0,3,OAK,17,,6.67,6.67,20,0,0
,0,0,0,0.667,6,11/20/16,Sun,4,2,0,10,@,0,NFL,Eli Rogers\RogeEl00,1,CLE,4,W 24-9,5904,0,0,0,6,PIT,11,,5,3.33,20,0,0
,0,0,0,1,5,12/11/16,Sun,3.5,2,0,13,@,0,NFL,Eli Rogers\RogeEl00,1,BUF,3,W 27-20,5905,0,0,0,3,PIT,14,,6.67,6.67,20,0,0
28-151,0,0,0,0.2,3,10/19/14,Sun,2.5,2,0,7,,0,NFL,Eddie Royal\RoyaEd00,1,KAN,1,L 20-23,5906,0,0,0,5,SDG,7,,20,4,20,0,0
25-076,0,0,0,0.286,4,11/6/14,Thu,3,2,0,9,,0,NFL,Mohamed Sanu\SanuMo00,1,CLE,2,L 3-24,5907,0,0,0,7,CIN,10,,10,2.86,20,0,0
24-115,0,0,0,0.75,5,12/15/13,Sun,3.5,2,0,14,@,0,NFL,Mohamed Sanu\SanuMo00,1,PIT,3,L 20-30,5908,0,0,0,4,CIN,15,,6.67,5,20,0,0
28-317,0,0,0,0.25,3,11/3/16,Thu,2.5,2,0,8,,0,NFL,Cecil Shorts\ShorCe00,1,ATL,1,L 28-43,5909,0,0,0,4,TAM,9,,20,5,20,0,0
24-296,0,0,0,0.333,3,12/24/16,Sat,2.5,2,0,15,@,0,NFL,Devin Smith\SmitDe04,1,NWE,1,L 3-41,5910,0,0,0,3,NYJ,16,,20,6.67,20,0,0
37-199,0,0,0,1,6,11/27/16,Sun,4,2,0,11,,0,NFL,Steve Smith\SmitSt01,1,CIN,4,W 19-14,5911,0,0,0,4,BAL,12,,5,5,20,0,0
34-217,0,0,0,0.6,5,12/15/13,Sun,3.5,2,0,14,,0,NFL,Steve Smith\SmitSt01,1,NYJ,3,W 30-20,5912,0,0,0,5,CAR,15,,6.67,4,20,0,0
25-207,0,0,0,0.333,3,10/23/16,Sun,2.5,2,0,7,@,0,NFL,Devin Street\StreDe00,1,TEN,1,W 34-26,5913,0,0,0,3,IND,7,,20,6.67,20,0,0
24-213,0,0,0,1,3,9/18/16,Sun,2.5,2,0,2,,0,NFL,Jordan Taylor\TaylJo01,1,IND,1,W 34-20,5914,0,0,0,1,DEN,2,,20,20,20,0,0
29-000,0,0,0,0.375,5,12/25/16,Sun,3.5,2,0,15,@,0,NFL,Demaryius Thomas\ThomDe03,1,KAN,3,L 10-33,5915,0,0,0,8,DEN,16,,6.67,2.5,20,0,0
31-031,0,0,0,0.25,3,9/28/14,Sun,2.5,2,0,4,@,0,NFL,Nate Washington\WashNa00,1,IND,1,L 17-41,5916,0,0,0,4,TEN,4,,20,5,20,0,0
29-019,0,0,0,1,4,9/16/12,Sun,3,2,0,2,@,0,NFL,Nate Washington\WashNa00,1,SDG,2,L 10-38,5917,0,0,0,2,TEN,2,,10,10,20,0,0
23-093,0,0,0,0.4,4,9/15/16,Thu,3,2,0,2,,0,NFL,Sammy Watkins\WatkSa00,1,NYJ,2,L 31-37,5918,0,0,0,5,BUF,2,,10,4,20,0,0
25-266,0,0,0,0.667,4,11/22/15,Sun,3,2,0,10,@,0,NFL,Griff Whalen\WhalGr00,1,ATL,2,W 24-21,5919,0,0,0,3,IND,11,,10,6.67,20,0,0
24-120,0,0,0,0.667,4,9/23/12,Sun,3,2,0,3,,0,NFL,Damian Williams\WillDa04,1,DET,2,W 44-41,5920,0,0,0,3,TEN,3,,10,6.67,20,0,0
25-161,0,0,0,1,3,11/3/13,Sun,2.5,2,1,8,@,0,NFL,Damian Williams\WillDa04,1,STL,1,W 28-21,5921,0,0,0,1,TEN,9,,20,20,20,0,0
26-054,0,0,0,1,4,11/1/15,Sun,3,2,0,7,,0,NFL,Terrance Williams\WillTe01,1,SEA,2,L 12-13,5922,0,0,0,2,DAL,8,,10,10,20,0,0
25-006,0,0,0,0.5,4,9/14/14,Sun,3,2,0,2,@,0,NFL,Terrance Williams\WillTe01,1,TEN,2,W 26-10,5923,0,0,0,4,DAL,2,,10,5,20,0,0
24-310,0,0,0,0.444,6,12/18/16,Sun,4,2,0,14,,0,NFL,Tyrell Williams\WillTy00,1,OAK,4,L 16-19,5924,0,0,0,9,SDG,15,,5,2.22,20,0,0
21-242,0,0,0,0.6,5,12/8/13,Sun,3.5,2,0,13,@,0,NFL,Robert Woods\WoodRo02,1,TAM,3,L 6-27,5925,0,0,0,5,BUF,14,,6.67,4,20,0,0
24-154,0,0,0,0.8,6,9/11/16,Sun,4,2,0,1,@,0,NFL,Robert Woods\WoodRo02,1,BAL,4,L 7-13,5926,0,0,0,5,BUF,1,,5,4,20,0,0
24-339,0,0,0,1,4,12/4/16,Sun,3,2,0,12,,0,NFL,James Wright\WrigJa03,1,PHI,2,W 32-14,5927,0,0,0,2,CIN,13,,10,10,20,0,0
29-162,0,0,0,0.5,3.9,12/9/13,Mon,2.9,1.9,0,13,@,0,NFL,Miles Austin\AustMi00,1,CHI,2,L 28-45,5928,0,0,0,4,DAL,14,,9.5,4.75,19,0,0
